"Customer_ID","No_Show","Major_Hub_Departure","Departure_Day","Departure_Hour","Connections","International_Flight","Connection_International_Flight","Business_Traveler","Booking_Class","When_Ticket_Purchased","Age_Grouping","Frequent_Flier_Status","Weather_Issues","Weather_Issues_Connection","Gender","Exact_Departure_Date","Flight_Distance","Flight_Delay_Minutes","Seat_Type","Ticket_Price_USD","Exact_Ages","Departure_Day_Num"
"     8067058","           1","           1","Monday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Business","Same Day","           6","           0","           0","           1","Male","2025-03-24","Short-haul (<500mi)","          41","Aisle","      292.53","          51","           0"
"     9019287","           1","           1","Monday","6:00 AM - 12:00 PM","           0","           0","           0","           0","First","Same Day","           6","           1","           0","           0","Female","2025-04-21","Medium-haul (500-1500mi)","          62","Aisle","      579.96","          59","           0"
"     8006272","           1","           1","Friday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","Same Day","           5","           0","           0","           0","Male","2025-02-28","Medium-haul (500-1500mi)","          35","Window","      176.15","          47","           4"
"     7119543","           1","           1","Friday","6:00 PM - 6:00 AM","           0","           0","           0","           0","First","Same Day","           6","           0","           0","           0","Male","2025-01-31","Short-haul (<500mi)","          10","Window","      484.57","          58","           4"
"     4659806","           1","           1","Friday","6:00 AM - 12:00 PM","           1","           1","           1","           0","Coach","<2 weeks ago","           4","           0","           0","           1","Female","2025-03-21","Medium-haul (500-1500mi)","          72","Window","      179.72","          31","           4"
"     6715058","           1","           1","Monday","6:00 AM - 12:00 PM","           0","           1","           0","           0","First","Same Day","           5","           0","           0","           0","Male","2025-01-13","Short-haul (<500mi)","          14","Middle","      441.63","          48","           0"
"     1599171","           1","           1","Thursday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Coach","Same Day","           4","           0","           1","           0","Female","2025-04-03","Short-haul (<500mi)","          56","Window","       84.96","          36","           3"
"     4882412","           1","           0","Tuesday","6:00 AM - 12:00 PM","           1","           0","           0","           0","First","Same Day","           4","           0","           0","           1","Female","2025-01-28","Long-haul (>1500mi)","          87","Aisle","         894","          31","           1"
"     1660972","           1","           1","Friday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","Same Day","           5","           0","           0","           1","Male","2025-04-18","Long-haul (>1500mi)","          56","Aisle","      261.69","          49","           4"
"      280077","           1","           0","Friday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Coach","Same Day","           4","           1","           0","           0","Female","2025-02-21","Long-haul (>1500mi)","          76","Aisle","      274.07","          31","           4"
"     5523427","           1","           0","Monday","12:00 PM - 6:00 PM","           0","           0","           0","           0","Coach","<2 weeks ago","           4","           0","           0","           0","Female","2025-04-14","Medium-haul (500-1500mi)","          15","Window","      127.79","          32","           0"
"     9430505","           1","           0","Monday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Business","Same Day","           2","           1","           0","           1","Female","2025-02-10","Short-haul (<500mi)","         108","Aisle","      281.33","          20","           0"
"     8402781","           1","           0","Monday","6:00 AM - 12:00 PM","           1","           0","           0","           1","Coach","Same Day","           5","           0","           0","           0","Male","2025-04-28","Medium-haul (500-1500mi)","          25","Window","      153.88","          44","           0"
"     7278475","           1","           1","Tuesday","6:00 PM - 6:00 AM","           1","           1","           1","           0","First","2+ weeks ago","           2","           0","           0","           1","Female","2025-02-04","Medium-haul (500-1500mi)","          54","Middle","      617.95","          19","           1"
"     8308833","           1","           1","Thursday","6:00 PM - 6:00 AM","           1","           0","           0","           1","Coach","Same Day","           5","           1","           0","           1","Female","2025-03-27","Short-haul (<500mi)","          20","Window","      142.12","          41","           3"
"     9899316","           1","           1","Saturday","6:00 PM - 6:00 AM","           1","           0","           0","           0","First","Same Day","           5","           0","           0","           1","Female","2025-02-15","Medium-haul (500-1500mi)","          65","Window","      572.14","          42","           5"
"     1177126","           1","           1","Friday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","<2 weeks ago","           2","           1","           0","           0","Male","2025-03-07","Short-haul (<500mi)","          10","Window","      121.61","          11","           4"
"     5279544","           1","           0","Saturday","12:00 PM - 6:00 PM","           1","           0","           0","           0","First","Same Day","           2","           0","           0","           0","Male","2025-02-08","Long-haul (>1500mi)","          28","Middle","      849.79","          15","           5"
"     2479402","           1","           0","Thursday","6:00 AM - 12:00 PM","           0","           0","           0","           1","Business","<2 weeks ago","           5","           0","           0","           0","Female","2025-04-17","Short-haul (<500mi)","          68","Window","      300.27","          46","           3"
"     1792524","           1","           0","Monday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","<2 weeks ago","           5","           0","           0","           1","Female","2025-03-31","Medium-haul (500-1500mi)","          41","Aisle","      141.53","          46","           0"
"     9674099","           1","           1","Saturday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Business","<2 weeks ago","           5","           0","           0","           0","Female","2025-03-15","Medium-haul (500-1500mi)","          82","Window","      319.87","          41","           5"
"     6470572","           1","           1","Sunday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","<2 weeks ago","           6","           0","           0","           1","Male","2025-04-27","Medium-haul (500-1500mi)","          76","Window","      158.31","          52","           6"
"     6492241","           1","           1","Monday","6:00 PM - 6:00 AM","           1","           0","           0","           1","Coach","Same Day","           3","           0","           0","           0","Male","2025-01-20","Medium-haul (500-1500mi)","           8","Aisle","      140.75","          29","           0"
"     7775674","           1","           1","Thursday","6:00 AM - 12:00 PM","           0","           0","           0","           0","First","<2 weeks ago","           2","           0","           0","           0","Female","2025-02-13","Short-haul (<500mi)","          17","Window","      511.54","          11","           3"
"     6999524","           1","           0","Friday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","2+ weeks ago","           7","           0","           0","           0","Male","2025-02-07","Long-haul (>1500mi)","          31","Aisle","      202.69","          62","           4"
"     6389771","           1","           0","Tuesday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","<2 weeks ago","           4","           0","           0","           1","Female","2025-01-14","Medium-haul (500-1500mi)","          79","Aisle","      205.57","          32","           1"
"     4640525","           1","           1","Thursday","6:00 AM - 12:00 PM","           0","           0","           0","           1","Coach","Same Day","           4","           0","           0","           0","Male","2025-03-13","Long-haul (>1500mi)","          11","Middle","      246.36","          35","           3"
"     9867587","           1","           1","Friday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","Same Day","           4","           0","           0","           0","Male","2025-03-28","Long-haul (>1500mi)","          20","Window","      257.19","          40","           4"
"     4454123","           1","           0","Monday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Business","2+ weeks ago","           5","           0","           0","           0","Male","2025-02-17","Medium-haul (500-1500mi)","          87","Aisle","      324.28","          42","           0"
"     8486706","           1","           0","Wednesday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","Same Day","           5","           0","           0","           0","Male","2025-02-05","Long-haul (>1500mi)","         101","Middle","      269.71","          47","           2"
"     2551189","           1","           0","Monday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Coach","Same Day","           3","           1","           0","           0","Male","2025-01-06","Short-haul (<500mi)","          59","Aisle","       89.69","          22","           0"
"      694602","           1","           1","Thursday","6:00 PM - 6:00 AM","           0","           0","           0","           0","First","Same Day","           4","           0","           0","           0","Male","2025-02-06","Short-haul (<500mi)","         103","Window","      474.75","          39","           3"
"     8573452","           1","           1","Monday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Business","Same Day","           3","           0","           0","           0","Male","2025-04-07","Short-haul (<500mi)","          22","Aisle","      312.62","          30","           0"
"      110733","           1","           1","Tuesday","6:00 PM - 6:00 AM","           0","           0","           0","           1","Coach","Same Day","           6","           0","           0","           0","Female","2025-01-07","Medium-haul (500-1500mi)","          52","Middle","      162.67","          51","           1"
"     2951046","           1","           1","Monday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","Same Day","           4","           1","           0","           0","Male","2025-02-24","Medium-haul (500-1500mi)","          27","Aisle","      119.02","          40","           0"
"     7871610","           1","           1","Monday","6:00 AM - 12:00 PM","           1","           0","           0","           1","First","Same Day","           5","           0","           0","           1","Male","2025-03-17","Short-haul (<500mi)","          92","Middle","      508.39","          42","           0"
"       46285","           1","           1","Friday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Business","Same Day","           5","           1","           0","           0","Male","2025-04-04","Long-haul (>1500mi)","          44","Aisle","       533.5","          50","           4"
"     3343094","           1","           0","Wednesday","12:00 PM - 6:00 PM","           1","           0","           0","           0","Coach","Same Day","           5","           0","           0","           1","Female","2025-03-05","Medium-haul (500-1500mi)","          74","Window","      139.59","          45","           2"
"     1140058","           1","           1","Sunday","6:00 AM - 12:00 PM","           1","           0","           0","           1","Coach","2+ weeks ago","           4","           0","           0","           1","Male","2025-01-05","Short-haul (<500mi)","          48","Window","       81.45","          38","           6"
"     7166764","           1","           0","Sunday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Coach","Same Day","           3","           1","           0","           0","Female","2025-02-09","Medium-haul (500-1500mi)","          50","Window","      160.87","          23","           6"
"     2608927","           1","           0","Thursday","6:00 AM - 12:00 PM","           1","           1","           1","           0","First","2+ weeks ago","           6","           0","           0","           1","Male","2025-02-27","Short-haul (<500mi)","          80","Window","      475.91","          55","           3"
"     9845465","           1","           1","Monday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","<2 weeks ago","           4","           0","           0","           1","Male","2025-01-20","Long-haul (>1500mi)","          52","Middle","      228.91","          32","           0"
"     2606009","           1","           0","Sunday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Business","2+ weeks ago","           2","           0","           0","           0","Male","2025-04-06","Short-haul (<500mi)","           2","Aisle","      240.37","          13","           6"
"      140645","           1","           1","Friday","6:00 AM - 12:00 PM","           1","           1","           1","           0","Coach","Same Day","           4","           1","           0","           0","Male","2025-01-10","Long-haul (>1500mi)","           4","Aisle","      214.53","          31","           4"
"     2973788","           1","           1","Monday","6:00 AM - 12:00 PM","           0","           1","           0","           0","First","Same Day","           4","           0","           0","           0","Female","2025-04-14","Medium-haul (500-1500mi)","          16","Aisle","      612.01","          34","           0"
"      914461","           1","           1","Thursday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","<2 weeks ago","           4","           0","           0","           0","Female","2025-04-10","Short-haul (<500mi)","           5","Window","      166.91","          37","           3"
"     3271478","           1","           0","Wednesday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","2+ weeks ago","           3","           0","           0","           1","Female","2025-04-02","Short-haul (<500mi)","          46","Window","      114.87","          30","           2"
"     6750976","           1","           1","Saturday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Business","2+ weeks ago","           2","           1","           0","           0","Female","2025-03-01","Long-haul (>1500mi)","          29","Middle","      561.08","          19","           5"
"     2568669","           1","           1","Saturday","12:00 PM - 6:00 PM","           1","           0","           0","           0","Coach","Same Day","           6","           0","           0","           1","Female","2025-01-25","Medium-haul (500-1500mi)","          61","Aisle","      169.68","          52","           5"
"     4326948","           1","           0","Thursday","6:00 PM - 6:00 AM","           0","           0","           0","           1","Coach","2+ weeks ago","           4","           0","           0","           0","Female","2025-05-01","Medium-haul (500-1500mi)","          16","Aisle","      155.84","          40","           3"
"     1173348","           1","           1","Monday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","Same Day","           5","           0","           0","           0","Female","2025-03-10","Medium-haul (500-1500mi)","          40","Middle","      124.69","          48","           0"
"       99073","           1","           0","Tuesday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","Same Day","           3","           0","           0","           0","Female","2025-04-22","Short-haul (<500mi)","           3","Window","       95.74","          24","           1"
"     7101751","           1","           0","Thursday","6:00 AM - 12:00 PM","           1","           1","           1","           0","Coach","<2 weeks ago","           3","           0","           0","           1","Male","2025-01-09","Medium-haul (500-1500mi)","          61","Middle","      165.44","          25","           3"
"      665549","           1","           1","Thursday","6:00 AM - 12:00 PM","           1","           1","           1","           1","First","<2 weeks ago","           7","           0","           0","           1","Male","2025-03-06","Short-haul (<500mi)","          25","Middle","      466.84","          69","           3"
"     2952914","           1","           1","Thursday","12:00 PM - 6:00 PM","           1","           0","           0","           1","Coach","Same Day","           4","           0","           0","           0","Female","2025-01-02","Long-haul (>1500mi)","          23","Window","      209.62","          38","           3"
"      283054","           1","           1","Friday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","Same Day","           3","           0","           0","           0","Male","2025-04-11","Medium-haul (500-1500mi)","          49","Window","      145.48","          28","           4"
"     7794995","           1","           1","Sunday","12:00 PM - 6:00 PM","           1","           0","           0","           0","Coach","<2 weeks ago","           3","           0","           0","           1","Male","2025-02-16","Medium-haul (500-1500mi)","          58","Middle","       145.9","          24","           6"
"     9064665","           1","           1","Sunday","6:00 PM - 6:00 AM","           1","           0","           0","           0","First","Same Day","           6","           0","           0","           1","Female","2025-03-09","Short-haul (<500mi)","          97","Aisle","      502.52","          57","           6"
"     2467853","           1","           0","Sunday","6:00 AM - 12:00 PM","           1","           0","           0","           1","First","Same Day","           2","           1","           0","           0","Female","2025-03-23","Medium-haul (500-1500mi)","          25","Window","      587.36","          12","           6"
"     6398466","           1","           0","Thursday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Business","Same Day","           5","           1","           0","           0","Female","2025-03-20","Medium-haul (500-1500mi)","          26","Aisle","      370.03","          43","           3"
"     6248617","           1","           0","Friday","6:00 AM - 12:00 PM","           1","           0","           0","           0","First","Same Day","           4","           0","           0","           1","Female","2025-04-25","Medium-haul (500-1500mi)","          64","Aisle","      610.99","          39","           4"
"     2409574","           1","           0","Sunday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Coach","Same Day","           1","           0","           0","           0","Male","2025-03-16","Medium-haul (500-1500mi)","          15","Aisle","      108.15","           9","           6"
"      980956","           1","           1","Wednesday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Business","Same Day","           4","           0","           0","           1","Male","2025-02-19","Long-haul (>1500mi)","          66","Middle","      532.36","          35","           2"
"     3060129","           1","           1","Tuesday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","Same Day","           4","           0","           0","           0","Male","2025-03-04","Medium-haul (500-1500mi)","          16","Middle","       83.31","          37","           1"
"     4662350","           1","           1","Sunday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","Same Day","           2","           0","           0","           0","Female","2025-01-12","Short-haul (<500mi)","          24","Middle","       97.62","          16","           6"
"     1803458","           1","           0","Sunday","6:00 AM - 12:00 PM","           1","           0","           0","           1","Coach","Same Day","           5","           0","           0","           1","Male","2025-01-26","Medium-haul (500-1500mi)","          59","Window","      161.58","          48","           6"
"     8324316","           1","           1","Thursday","6:00 AM - 12:00 PM","           0","           0","           0","           1","Coach","Same Day","           5","           0","           0","           0","Male","2025-04-17","Medium-haul (500-1500mi)","          92","Aisle","      149.73","          43","           3"
"     2532204","           1","           1","Monday","6:00 PM - 6:00 AM","           1","           1","           1","           0","Coach","Same Day","           4","           0","           0","           0","Male","2025-02-03","Medium-haul (500-1500mi)","          18","Window","       105.8","          39","           0"
"     1670106","           1","           0","Tuesday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","<2 weeks ago","           5","           0","           0","           0","Male","2025-04-29","Medium-haul (500-1500mi)","           1","Window","      122.02","          44","           1"
"     3269356","           1","           1","Wednesday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Business","Same Day","           5","           0","           0","           0","Male","2025-01-08","Medium-haul (500-1500mi)","          24","Middle","      284.78","          41","           2"
"     1430004","           1","           1","Monday","6:00 PM - 6:00 AM","           0","           0","           0","           1","Business","Same Day","           3","           1","           0","           0","Female","2025-03-24","Medium-haul (500-1500mi)","           7","Aisle","      316.44","          25","           0"
"     7577058","           1","           0","Saturday","6:00 PM - 6:00 AM","           0","           1","           0","           0","Coach","Same Day","           6","           0","           0","           0","Female","2025-04-19","Medium-haul (500-1500mi)","          22","Middle","      164.48","          60","           5"
"     5442338","           1","           1","Friday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Business","2+ weeks ago","           3","           0","           0","           0","Female","2025-03-14","Short-haul (<500mi)","           3","Window","      266.06","          26","           4"
"     8578381","           1","           1","Wednesday","12:00 PM - 6:00 PM","           0","           1","           0","           0","Coach","2+ weeks ago","           3","           0","           0","           0","Female","2025-03-19","Short-haul (<500mi)","         101","Middle","      124.25","          21","           2"
"     7210720","           1","           1","Wednesday","6:00 PM - 6:00 AM","           0","           1","           0","           0","Coach","Same Day","           5","           1","           0","           0","Male","2025-04-16","Short-haul (<500mi)","          59","Window","      120.34","          45","           2"
"     1755956","           1","           1","Wednesday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","Same Day","           5","           0","           0","           0","Male","2025-01-22","Medium-haul (500-1500mi)","          49","Window","      150.81","          44","           2"
"     7619393","           1","           1","Friday","6:00 PM - 6:00 AM","           1","           1","           1","           0","Coach","Same Day","           5","           0","           1","           1","Male","2025-01-17","Medium-haul (500-1500mi)","          56","Aisle","      175.58","          42","           4"
"     2472617","           1","           1","Wednesday","6:00 AM - 12:00 PM","           1","           0","           0","           0","First","Same Day","           4","           1","           0","           1","Male","2025-02-26","Medium-haul (500-1500mi)","          74","Window","      594.93","          31","           2"
"     6570598","           1","           1","Tuesday","6:00 PM - 6:00 AM","           0","           0","           0","           1","Coach","Same Day","           2","           0","           0","           0","Female","2025-02-25","Long-haul (>1500mi)","          85","Aisle","      247.77","          19","           1"
"     7385080","           1","           1","Friday","6:00 PM - 6:00 AM","           1","           0","           0","           1","Coach","Same Day","           5","           0","           0","           1","Male","2025-01-03","Short-haul (<500mi)","          71","Middle","       58.07","          48","           4"
"     8843231","           1","           1","Friday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","2+ weeks ago","           2","           1","           0","           0","Male","2025-01-24","Medium-haul (500-1500mi)","          62","Aisle","      177.79","          16","           4"
"     1232850","           1","           0","Tuesday","12:00 PM - 6:00 PM","           1","           0","           0","           0","Coach","<2 weeks ago","           3","           0","           0","           0","Male","2025-03-25","Medium-haul (500-1500mi)","           5","Window","      117.75","          25","           1"
"     8835132","           1","           0","Thursday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Business","Same Day","           6","           1","           0","           1","Male","2025-02-13","Short-haul (<500mi)","          53","Window","      253.18","          54","           3"
"     5719561","           1","           0","Thursday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Business","Same Day","           8","           1","           0","           0","Male","2025-04-24","Short-haul (<500mi)","          28","Aisle","      262.38","          89","           3"
"     6979357","           1","           0","Tuesday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","2+ weeks ago","           3","           0","           0","           0","Male","2025-04-15","Short-haul (<500mi)","          24","Aisle","       147.1","          27","           1"
"     9067308","           1","           1","Saturday","6:00 AM - 12:00 PM","           1","           0","           0","           0","Coach","Same Day","           4","           0","           0","           0","Male","2025-03-08","Short-haul (<500mi)","          31","Aisle","       97.77","          40","           5"
"     4131698","           1","           1","Monday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","Same Day","           3","           0","           0","           1","Female","2025-02-24","Long-haul (>1500mi)","          57","Window","       208.6","          29","           0"
"     8292375","           1","           1","Saturday","6:00 AM - 12:00 PM","           1","           0","           0","           0","First","Same Day","           6","           0","           0","           1","Male","2025-03-22","Long-haul (>1500mi)","          58","Aisle","      875.96","          51","           5"
"     5452252","           1","           1","Saturday","6:00 PM - 6:00 AM","           0","           0","           0","           1","Coach","Same Day","           6","           0","           0","           0","Female","2025-02-22","Medium-haul (500-1500mi)","          52","Window","      156.38","          59","           5"
"     9776203","           1","           1","Monday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Business","2+ weeks ago","           8","           0","           0","           0","Male","2025-02-03","Long-haul (>1500mi)","          10","Aisle","      543.59","          75","           0"
"     2465637","           1","           0","Thursday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","<2 weeks ago","           4","           0","           0","           0","Male","2025-01-23","Long-haul (>1500mi)","           8","Aisle","      267.61","          33","           3"
"     7669003","           1","           0","Wednesday","6:00 PM - 6:00 AM","           0","           0","           0","           1","Business","Same Day","           4","           0","           0","           0","Male","2025-03-12","Short-haul (<500mi)","          45","Window","         340","          39","           2"
"     4122965","           1","           1","Saturday","6:00 AM - 12:00 PM","           0","           0","           0","           0","Coach","2+ weeks ago","           5","           1","           0","           0","Female","2025-04-26","Long-haul (>1500mi)","          14","Middle","      241.25","          42","           5"
"     4606586","           1","           0","Thursday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","Same Day","           4","           0","           0","           0","Male","2025-02-06","Medium-haul (500-1500mi)","           2","Aisle","      159.14","          39","           3"
"     5696932","           1","           1","Saturday","6:00 PM - 6:00 AM","           0","           0","           0","           0","Coach","<2 weeks ago","           4","           0","           0","           0","Male","2025-01-18","Long-haul (>1500mi)","          14","Aisle","      194.57","          39","           5"
"     9202265","           1","           1","Sunday","6:00 AM - 12:00 PM","           0","           1","           0","           0","Coach","Same Day","           2","           1","           0","           0","Male","2025-04-13","Long-haul (>1500mi)","          36","Aisle","      272.73","          16","           6"
"     2817187","           1","           1","Saturday","6:00 PM - 6:00 AM","           0","           0","           0","           0","First","<2 weeks ago","           2","           0","           0","           0","Male","2025-03-29","Medium-haul (500-1500mi)","           9","Middle","      605.39","          17","           5"
"     9074338","           1","           0","Thursday","6:00 PM - 6:00 AM","           1","           0","           0","           0","Coach","<2 weeks ago","           1","           1","           0","           1","Male","2025-05-01","Short-haul (<500mi)","          40","Aisle","      112.77","           2","           3"
"      578404","           1","           0","Tuesday","6:00 PM - 6:00 AM","           0","           0","           0","           1","Coach","<2 weeks ago","           5","           1","           1","           0","Male","2025-02-18","Short-haul (<500mi)","          24","Window","      129.69","          41","           1"
